SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
PP Guest House,24:43:e2:92:61:28,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",36:18.2,18:11.2,Infrastructure,Unknown,88,-50,PP Guest House,24:43:e2:92:61:28,-69,2447,102.1332880801224,19.88237545886046
Inthasack counter,b8:d6:f6:35:52:d8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,36:18.2,18:11.2,Infrastructure,Unknown,82,-60,Inthasack counter,b8:d6:f6:35:52:d8,-56,5745,102.1332880801224,19.88237545886046
Inthasack counter,b8:d6:f6:35:52:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,36:18.2,18:11.2,Infrastructure,Unknown,85,-55,Inthasack counter,b8:d6:f6:35:52:d4,-71,2462,102.1332880801224,19.88237545886046
inthe saek1,16:4d:67:54:be:44,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",36:18.2,18:11.2,Infrastructure,Unknown,86,-53,inthe saek1,16:4d:67:54:be:44,-72,2412,102.1333168548638,19.88225074890449
intha sack1,14:4d:67:54:be:44,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",36:18.2,18:11.2,Infrastructure,Unknown,86,-54,intha sack1,14:4d:67:54:be:44,-76,2412,102.1333168548638,19.88225074890449
inthasack 2,14:4d:67:67:ff:c8,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",36:18.2,18:11.2,Infrastructure,Unknown,78,-66,inthasack 2,14:4d:67:67:ff:c8,-86,2437,102.13364917952234,19.88274250616007
PP Guest House,24:43:e2:91:a6:d8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",38:10.0,18:11.2,Infrastructure,Unknown,80,-64,PP Guest House,24:43:e2:91:a6:d8,-74,2447,102.13316827884778,19.88239531197009
PP Guest House,24:43:e2:92:61:29,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,48,0,0,"6,9,12,18,24,36,48,54",,38:17.1,18:11.2,Infrastructure,Unknown,75,-67,PP Guest House,24:43:e2:92:61:29,-74,5240,102.1332880801224,19.88237545886046
MaLa,04:e7:95:3b:fa:4c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,38:26.2,18:11.2,Infrastructure,Unknown,67,-70,MaLa,04:e7:95:3b:fa:4c,-77,2422,102.1333969963513,19.88253299619961
yang9999,e8:f6:54:bd:51:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,38:29.2,18:11.2,Infrastructure,Unknown,83,-59,yang9999,e8:f6:54:bd:51:a0,-77,2427,102.13347675454548,19.882518061468183
mls hotel1,ca:cd:55:ce:ab:a4,Unknown,0,WPA2-Personal,CCMP,802.11ax,52,0,0,"6,9,12,18,24,36,48,54",,38:32.2,18:11.2,Infrastructure,Unknown,78,-66,mls hotel1,ca:cd:55:ce:ab:a4,-78,5260,102.1333969963513,19.88253299619961
mls hotel,ca:cd:55:8e:ab:a4,Unknown,0,WPA2-Personal,CCMP,802.11ax,52,0,0,"6,9,12,18,24,36,48,54",,38:32.2,18:11.2,Infrastructure,Unknown,78,-66,mls hotel,ca:cd:55:8e:ab:a4,-79,5260,102.1334283577903,19.88253353249054
MaLa,04:e7:95:3b:fa:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,38:38.4,18:11.2,Infrastructure,Unknown,70,-69,MaLa,04:e7:95:3b:fa:50,-80,5745,102.1334283577903,19.88253353249054
mls hotel,c8:cd:55:4e:ab:a4,Unknown,0,WPA2-Personal,CCMP,802.11ax,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",38:38.4,18:11.2,Infrastructure,Unknown,81,-63,mls hotel,c8:cd:55:4e:ab:a4,-80,2462,102.13364917952234,19.88274250616007
SKY-IPC-4697,16:c9:cf:9e:4b:be,Unknown,0,Open,,802.11g,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",38:38.4,18:11.2,Infrastructure,Unknown,99,-8,SKY-IPC-4697,16:c9:cf:9e:4b:be,-70,2437,102.1334283577903,19.88253353249054
AY,cc:29:bd:68:ad:66,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",38:40.5,18:11.2,Infrastructure,Unknown,75,-67,AY,cc:29:bd:68:ad:66,-80,2452,102.13347675454548,19.882518061468183
CactusMano LPB,24:43:e2:3f:cb:87,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",38:45.5,18:11.2,Infrastructure,Unknown,89,-48,CactusMano LPB,24:43:e2:3f:cb:87,-66,2457,102.13364917952234,19.88274250616007
dayu hotel,30:37:b3:bb:bb:14,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,38:48.6,18:11.2,Infrastructure,Unknown,43,-78,dayu hotel,30:37:b3:bb:bb:14,-88,2422,102.13364917952234,19.88274250616007
CLB_S50_0595,70:3a:2d:16:ad:94,"Shenzhen V-Link Technology CO., LTD.",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",38:48.6,18:11.2,Infrastructure,Unknown,60,-73,CLB_S50_0595,70:3a:2d:16:ad:94,-84,2437,102.13346002709818,19.882507975504858
Mano Arlai,14:46:58:e7:74:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:00.9,41:56.0,Infrastructure,Unknown,85,-55,Mano Arlai,14:46:58:e7:74:64,-71,2452,102.13398563977512,19.88335638526374
Master cut free wifi M,98:1a:35:ca:a9:40,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:00.9,17:00.8,Infrastructure,Unknown,70,-69,Master cut free wifi M,98:1a:35:ca:a9:40,-77,2462,102.13398563977512,19.88335638526374
Moutheta bsn,b0:8b:92:75:19:e2,zte corporation,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:00.9,18:11.2,Infrastructure,Unknown,81,-63,Moutheta bsn,b0:8b:92:75:19:e2,-87,2442,102.13347675454548,19.882518061468183
Anlan Hotel,f4:84:8d:30:56:5e,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:08.4,16:36.0,Infrastructure,Unknown,87,-51,Anlan Hotel,f4:84:8d:30:56:5e,-59,2412,102.13398563977512,19.88335638526374
Anlan Hotel2,f4:84:8d:30:68:b6,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:10.0,16:38.7,Infrastructure,Unknown,75,-67,Anlan Hotel2,f4:84:8d:30:68:b6,-78,2412,102.1335898658304,19.88312688150971
Touny,e8:6e:44:dd:c6:be,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:13.3,16:38.7,Infrastructure,Unknown,87,-51,Touny,e8:6e:44:dd:c6:be,-62,2432,102.13398563977512,19.88335638526374
Tavandang 2,e8:6e:44:dd:ed:d6,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:15.7,16:36.0,Infrastructure,Unknown,53,-75,Tavandang 2,e8:6e:44:dd:ed:d6,-80,2422,102.1341981235212,19.88372706141228
Anlan Hotel2,f4:84:8d:30:68:b8,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,39:17.1,16:38.7,Infrastructure,Unknown,50,-76,Anlan Hotel2,f4:84:8d:30:68:b8,-79,5180,102.13398563977512,19.88335638526374
Anlan Hotel,f4:84:8d:30:56:60,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,44,0,0,"6,9,12,18,24,36,48,54",,39:17.1,16:38.7,Infrastructure,Unknown,87,-52,Anlan Hotel,f4:84:8d:30:56:60,-68,5220,102.13398563977512,19.88335638526374
MANO,cc:29:bd:68:76:4c,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:18.7,16:34.0,Infrastructure,Unknown,85,-55,MANO,cc:29:bd:68:76:4c,-58,2417,102.13398563977512,19.88335638526374
Master cut free wifi,98:1a:35:ca:a9:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:18.7,17:46.1,Infrastructure,Unknown,81,-63,Master cut free wifi,98:1a:35:ca:a9:44,-84,5745,102.1335898658304,19.88312688150971
Anlan Hotel2,f4:84:8d:30:6a:34,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,39:26.4,42:24.5,Infrastructure,Unknown,65,-71,Anlan Hotel2,f4:84:8d:30:6a:34,-81,5180,102.13398563977512,19.88335638526374
Kai,6c:14:6e:71:f6:38,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:28.1,43:43.8,Infrastructure,Unknown,95,-37,Kai,6c:14:6e:71:f6:38,-58,5745,102.13398563977512,19.88335638526374
Sonos,8a:45:58:74:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:32.2,16:38.7,Infrastructure,Unknown,90,-47,Sonos,8a:45:58:74:cc:04,-62,2462,102.13336859256232,19.883490640958843
TOTOLINK_N300RH,f4:28:53:ed:33:38,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:32.2,42:12.9,Infrastructure,Unknown,83,-58,TOTOLINK_N300RH,f4:28:53:ed:33:38,-67,2437,102.13398563977512,19.88335638526374
MyBanLaoHotel,7e:45:58:74:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:32.2,16:38.7,Infrastructure,Unknown,75,-67,MyBanLaoHotel,7e:45:58:74:cc:04,-61,2462,102.13336859256232,19.883490640958843
Mano Arlai,14:46:58:e7:74:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,39:32.2,16:34.0,Infrastructure,Unknown,85,-55,Mano Arlai,14:46:58:e7:74:68,-70,5745,102.13398563977512,19.88335638526374
Phan 2,b0:8b:92:75:8b:b2,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:34.7,16:29.8,Infrastructure,Unknown,80,-64,Phan 2,b0:8b:92:75:8b:b2,-78,2422,102.13336859256232,19.883490640958843
TV-Tablet,86:45:58:75:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:37.2,16:18.0,Infrastructure,Unknown,78,-66,TV-Tablet,86:45:58:75:cc:04,-66,5180,102.13336859256232,19.883490640958843
IoT,82:45:58:75:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:37.2,16:18.0,Infrastructure,Unknown,78,-66,IoT,82:45:58:75:cc:04,-66,5180,102.13336859256232,19.883490640958843
Sonos,8a:45:58:75:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:39.8,16:14.8,Infrastructure,Unknown,78,-66,Sonos,8a:45:58:75:cc:04,-66,5180,102.13336859256232,19.883490640958843
MyBanLaoHotel,7e:45:58:75:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,39:39.8,16:18.0,Infrastructure,Unknown,78,-66,MyBanLaoHotel,7e:45:58:75:cc:04,-66,5180,102.13336859256232,19.883490640958843
TV-Tablet,86:45:58:74:cc:04,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:42.7,16:38.7,Infrastructure,Unknown,90,-47,TV-Tablet,86:45:58:74:cc:04,-75,2462,102.13313638301742,19.883831410207687
Kai,6c:14:6e:71:f6:34,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,39:45.6,42:15.2,Infrastructure,Unknown,90,-47,Kai,6c:14:6e:71:f6:34,-92,2447,102.134614429941,19.883769775950935
Sengarthit_Ext,00:e0:20:8d:11:d5,TECNOMEN OY,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:48.2,42:41.7,Infrastructure,Unknown,83,-58,Sengarthit_Ext,00:e0:20:8d:11:d5,-70,2452,102.1341981235212,19.88372706141228
iPhoneChazer,36:52:79:ff:1d:5b,Unknown,0,OWE,CCMP,802.11ax,149,0,0,"6,9,12,18,24,36,48,54",,39:54.4,18:11.2,Infrastructure,Unknown,99,-19,iPhoneChazer,36:52:79:ff:1d:5b,-45,5745,102.1332880801224,19.88237545886046
OPPO A16,02:6c:a8:e5:09:d5,Unknown,0,WPA2-Personal,CCMP,802.11ac,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",39:57.0,42:05.6,Infrastructure,Unknown,82,-60,OPPO A16,02:6c:a8:e5:09:d5,-67,2457,102.13398563977512,19.88335638526374
Anlan Hotel2,f4:84:8d:30:6a:32,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ax,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",39:57.0,42:24.5,Infrastructure,Unknown,87,-51,Anlan Hotel2,f4:84:8d:30:6a:32,-68,2412,102.13398563977512,19.88335638526374
Galaxy A34 5G B617,96:21:51:c2:94:b7,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",40:08.1,45:14.6,Infrastructure,Unknown,80,-64,Galaxy A34 5G B617,96:21:51:c2:94:b7,-76,2437,102.13488235347636,19.883921665695333
Sengarthit,80:af:ca:21:1c:18,"Shenzhen Cudy Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:13.8,42:46.3,Infrastructure,Unknown,67,-70,Sengarthit,80:af:ca:21:1c:18,-91,2452,102.134614429941,19.883769775950935
HUAWEI-5G-vY8P,2a:53:4e:46:95:84,Unknown,0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,40:16.7,43:25.9,Infrastructure,Unknown,83,-58,HUAWEI-5G-vY8P,2a:53:4e:46:95:84,-72,5180,102.134614429941,19.883769775950935
THANGDEN,dc:21:e2:98:0a:38,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,40:43.4,42:55.4,Infrastructure,Unknown,75,-67,THANGDEN,dc:21:e2:98:0a:38,-80,5180,102.134614429941,19.883769775950935
Nangvong. Noodle Shop,9c:65:ee:3f:59:47,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:46.4,43:59.8,Infrastructure,Unknown,81,-62,Nangvong. Noodle Shop,9c:65:ee:3f:59:47,-67,2462,102.13488235347636,19.883921665695333
Centara 5 star,e8:6e:44:dd:83:50,zte corporation,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",40:52.0,43:30.0,Infrastructure,Unknown,80,-65,Centara 5 star,e8:6e:44:dd:83:50,-73,2417,102.134614429941,19.883769775950935
Phan Souk,2a:53:4e:46:95:80,Unknown,0,WPA2-Personal,CCMP,802.11ax,2,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:52.0,43:03.7,Infrastructure,Unknown,82,-61,Phan Souk,2a:53:4e:46:95:80,-77,2417,102.134614429941,19.883769775950935
1ed737d5,f4:91:1e:d7:37:d5,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,40:58.5,43:21.3,Infrastructure,Unknown,65,-71,1ed737d5,f4:91:1e:d7:37:d5,-76,2412,102.134614429941,19.883769775950935
WirelessNet,a0:f4:79:92:7a:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:01.5,43:17.1,Infrastructure,Unknown,85,-55,WirelessNet,a0:f4:79:92:7a:e8,-69,2462,102.134614429941,19.883769775950935
Aiy Bou,14:4d:67:67:cf:d8,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:01.5,43:10.7,Infrastructure,Unknown,89,-48,Aiy Bou,14:4d:67:67:cf:d8,-56,2437,102.134614429941,19.883769775950935
MANO,94:98:69:3a:d5:a2,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:04.6,43:32.2,Infrastructure,Unknown,91,-44,MANO,94:98:69:3a:d5:a2,-64,2422,102.134614429941,19.883769775950935
Le Petit Prince,f0:9b:b8:db:00:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:04.6,43:25.9,Infrastructure,Unknown,65,-71,Le Petit Prince,f0:9b:b8:db:00:dc,-76,5745,102.134614429941,19.883769775950935
@Apple Store,f4:28:53:ed:2b:0c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:07.8,44:21.4,Infrastructure,Unknown,90,-46,@Apple Store,f4:28:53:ed:2b:0c,-56,2437,102.13517968391864,19.88418046304063
LPB SPORT,9c:2b:a6:b2:93:99,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:13.9,43:39.9,Infrastructure,Unknown,87,-52,LPB SPORT,9c:2b:a6:b2:93:99,-66,2462,102.13488235347636,19.883921665695333
Auto-Virus,fe:99:84:a8:25:6a,Unknown,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,41:19.9,44:17.4,Infrastructure,Unknown,43,-78,Auto-Virus,fe:99:84:a8:25:6a,-81,5785,102.13488235347636,19.883921665695333
LPB SPORT,9c:2b:a6:b2:93:9a,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ac,112,0,0,"6,9,12,18,24,36,48,54",,41:19.9,43:53.7,Infrastructure,Unknown,80,-64,LPB SPORT,9c:2b:a6:b2:93:9a,-71,5560,102.13488235347636,19.883921665695333
Galaxy A231DF3,82:54:08:53:d4:d0,Unknown,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:23.5,09:06.2,Infrastructure,Unknown,87,-51,Galaxy A231DF3,82:54:08:53:d4:d0,-64,2437,102.13285241643165,19.888451881729168
1ebbfb90,f4:91:1e:bb:fb:90,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:23.5,44:02.2,Infrastructure,Unknown,82,-60,1ebbfb90,f4:91:1e:bb:fb:90,-88,2412,102.13488235347636,19.883921665695333
Ing,98:1a:35:83:dc:1c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:34.3,43:32.2,Infrastructure,Unknown,38,-80,Ing,98:1a:35:83:dc:1c,-85,5745,102.13488235347636,19.883921665695333
Ing,98:1a:35:83:dc:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:34.3,43:32.2,Infrastructure,Unknown,53,-75,Ing,98:1a:35:83:dc:18,-83,2452,102.13488235347636,19.883921665695333
KING POWER,b4:04:21:87:31:22,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:40.3,43:57.7,Infrastructure,Unknown,83,-59,KING POWER,b4:04:21:87:31:22,-62,2447,102.13517968391864,19.88418046304063
Alay LPB,14:4d:67:67:fb:0c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:45.2,44:44.8,Infrastructure,Unknown,82,-61,Alay LPB,14:4d:67:67:fb:0c,-72,2437,102.13517968391864,19.88418046304063
Wirelessnet11,a4:be:2b:d5:e7:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",41:50.6,44:19.5,Infrastructure,Unknown,75,-67,Wirelessnet11,a4:be:2b:d5:e7:88,-78,2412,102.13517968391864,19.88418046304063
Minny,f4:28:53:f3:d5:f0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",41:50.6,44:41.6,Infrastructure,Unknown,89,-48,Minny,f4:28:53:f3:d5:f0,-59,2437,102.13517968391864,19.88418046304063
Ltc wifi,b8:d6:f6:35:6a:14,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,41:53.3,44:52.4,Infrastructure,Unknown,75,-67,Ltc wifi,b8:d6:f6:35:6a:14,-76,5745,102.135596152478,19.884418275679188
HUAWEI-2.4G-Mt4H,b8:d6:f6:35:6a:10,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,41:56.0,44:23.4,Infrastructure,Unknown,67,-70,HUAWEI-2.4G-Mt4H,b8:d6:f6:35:6a:10,-84,2462,102.13517968391864,19.88418046304063
Lao Airlines 2,24:43:e2:91:7f:a9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,42:00.9,44:23.4,Infrastructure,Unknown,43,-78,Lao Airlines 2,24:43:e2:91:7f:a9,-83,5180,102.13517968391864,19.88418046304063
Lao Airlines 2,24:43:e2:92:79:c1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,42:00.9,44:27.8,Infrastructure,Unknown,78,-66,Lao Airlines 2,24:43:e2:92:79:c1,-88,5180,102.13517968391864,19.88418046304063
Lao Airlines 1,24:43:e2:91:b1:80,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:00.9,44:44.8,Infrastructure,Unknown,82,-61,Lao Airlines 1,24:43:e2:91:b1:80,-76,2457,102.13517968391864,19.88418046304063
KCA-WL100_CAKW70,b0:f1:ec:fa:4a:45,"AMPAK Technology, Inc.",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11,18,24,36,54","6,9,12,48",42:00.9,43:59.8,Infrastructure,Unknown,57,-74,KCA-WL100_CAKW70,b0:f1:ec:fa:4a:45,-76,2422,102.13517968391864,19.88418046304063
Bualuang 2,08:68:8d:4f:d5:12,"New H3C Technologies Co., Ltd",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:03.3,44:39.1,Infrastructure,Unknown,62,-72,Bualuang 2,08:68:8d:4f:d5:12,-72,2412,102.13517968391864,19.88418046304063
Lao Airlines 1,24:43:e2:91:b1:81,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,42:05.6,44:14.9,Infrastructure,Unknown,53,-75,Lao Airlines 1,24:43:e2:91:b1:81,-84,5785,102.135596152478,19.884418275679188
Lao Airlines 2,24:43:e2:91:7f:a8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:05.6,44:02.2,Infrastructure,Unknown,65,-71,Lao Airlines 2,24:43:e2:91:7f:a8,-83,2452,102.135596152478,19.884418275679188
Worning,cc:d8:43:9f:c0:05,Unknown,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:05.6,44:19.5,Infrastructure,Unknown,62,-72,Worning,cc:d8:43:9f:c0:05,-79,2427,102.13517968391864,19.88418046304063
BuaLuang1,ac:99:29:72:6e:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:05.6,44:41.6,Infrastructure,Unknown,85,-56,BuaLuang1,ac:99:29:72:6e:e4,-66,2427,102.135596152478,19.884418275679188
MuseumInn,9c:2b:a6:f4:d2:fd,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ax,13,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:08.1,45:29.8,Infrastructure,Unknown,87,-51,MuseumInn,9c:2b:a6:f4:d2:fd,-81,2472,102.135596152478,19.884418275679188
MuseumInn,9e:2b:a6:84:d2:fd,Unknown,0,WPA2-Personal,CCMP,802.11ax,100,0,0,"6,9,12,18,24,36,48,54",,42:10.5,45:52.9,Infrastructure,Unknown,86,-53,MuseumInn,9e:2b:a6:84:d2:fd,-63,5500,102.13593961767236,19.88475516914556
